"id_team","id_constructor_fk","des_team","bool_independent","des_motorcycle","type_motorcycle","tyre_supplier","rider_full_name","rounds_participated","racing_class","season"
731,65,Racing Team Benjan Motoren,,Honda RS250R,prototype,Dunlop,Patrick Lakerveld,"10","250cc",2005
732,64,Racing Team Mark Van Kreij,,Honda RS125R,prototype,Dunlop,Mark van Kreij,"7","125cc",2005
733,57,RCGM Team FMI,,Aprilia RS125R,prototype,Dunlop,Lorenzo Baroni,"5","125cc",2005
734,57,RCGM Team FMI,,Aprilia RS125R,prototype,Dunlop,Luca Verdini,"5","125cc",2005
735,68,Red Bull ADAC KTM Juniors,,KTM 125 FRR,prototype,Dunlop,Stefan Bradl,"6, 10–11","125cc",2005
736,68,Red Bull ADAC KTM Juniors,,KTM 125 FRR,prototype,Dunlop,Michael Ranseder,"6–7, 10–11","125cc",2005
737,68,Red Bull KTM GP125,,KTM 125 FRR,prototype,Dunlop,Julián Simón,"1–7, 9–15, 17","125cc",2005
738,68,Red Bull KTM GP125,,KTM 125 FRR,prototype,Dunlop,Gábor Talmácsi,"1–7, 9–17","125cc",2005
739,68,Red Bull KTM GP125,,KTM 125 FRR,prototype,Dunlop,Mika Kallio,"1–7, 9–17","125cc",2005
740,69,Red Bull KTM GP250,,KTM 250 FRR,prototype,Dunlop,Anthony West,"9–14","250cc",2005
741,66,Repsol Honda Team,,RC211V,prototype,Michelin,Max Biaggi,All,motogp,2005
742,66,Repsol Honda Team,,RC211V,prototype,Michelin,Nicky Hayden,All,motogp,2005
743,75,RT Morinokumasan Sato Jyuku,,Yamaha TZ 250,prototype,Dunlop,Ryuji Yokoe,"12","250cc",2005
744,64,Scott Racing,,Honda RS125R,prototype,Dunlop,Candice Scott,"15","125cc",2005
745,62,Scuderia Fantic Motor GP,,Yamaha-Suter 250,prototype,Dunlop,Gabriele Ferro,"1–2, 4–7, 9–17","250cc",2005
746,62,Scuderia Fantic Motor GP,,Yamaha-Suter 250,prototype,Dunlop,Arnaud Vincent,"1–2, 4–7, 9–17","250cc",2005
747,64,Seedorf RC3 - Tiempo Holidays,,Honda RS125R,prototype,Dunlop,Álvaro Bautista,"1–7, 9–17","125cc",2005
748,64,Seedorf RC3 - Tiempo Holidays,,Honda RS125R,prototype,Dunlop,Aleix Espargaró,"1–7, 9–17","125cc",2005
749,57,Skilled I.S.P.A. Racing Team,,Aprilia RS125R,prototype,Dunlop,Lorenzo Zanetti,"1–2, 4–7, 9–17","125cc",2005
750,75,Sramek Racing Promotion,,Yamaha TZ 250,prototype,Dunlop,Michal Filla,"11","250cc",2005
751,64,Team Harc-Pro,,Honda RS125R,prototype,Dunlop,Arata Mori,"12","125cc",2005
752,64,Team Harc-Pro,,Honda RS125R,prototype,Dunlop,Kazuki Hanafusa,"12","125cc",2005
753,65,Team Harc-Pro,,Honda RS250R,prototype,Dunlop,Shuhei Aoyama,"12","250cc",2005
754,75,Team Moto Space,,Yamaha TZ 250,prototype,Dunlop,Mamoru Akiya,"12","250cc",2005
755,65,Team Racer Bike,,Honda RS250R,prototype,Dunlop,Samuel Aubry,"4","250cc",2005
756,72,Team Roberts,,KR KTM,prototype,Michelin,Shane Byrne,"1–2, 4–10",motogp,2005
757,72,Team Roberts,,KR5,prototype,Michelin,Jeremy McWilliams,"11",motogp,2005
758,72,Team Roberts,,KR5,prototype,Michelin,Kurtis Roberts,"17",motogp,2005
759,65,Team Scot,,Honda RS250RW,prototype,Dunlop,Andrea Dovizioso,"1–7, 9–17","250cc",2005
760,65,Team Scot,,Honda RS250RW,prototype,Dunlop,Yuki Takahashi,"1–7, 9–17","250cc",2005
761,60,Team Stop & Go,,Derbi 125 GP,prototype,Dunlop,Enrique Jerez,"6, 17","125cc",2005
762,73,Team Suzuki MotoGP,,GSV-R,prototype,Bridgestone,Nobuatsu Aoki,"11",motogp,2005
763,73,Team Suzuki MotoGP,,GSV-R,prototype,Bridgestone,Nobuatsu Aoki,"17",motogp,2005
764,73,Team Suzuki MotoGP,,GSV-R,prototype,Bridgestone,Kenny Roberts Jr.,"1–15",motogp,2005
765,73,Team Suzuki MotoGP,,GSV-R,prototype,Bridgestone,John Hopkins,All,motogp,2005
766,57,Team Toth,,Aprilia RS125R,prototype,Dunlop,Ángel Rodríguez,"14–16","125cc",2005
767,57,Team Toth,,Aprilia RS125R,prototype,Dunlop,Vincent Braillard,"1–7, 9–13, 17","125cc",2005
768,57,Team Toth,,Aprilia RS125R,prototype,Dunlop,Imre Tóth,"1–7, 9–17","125cc",2005
769,75,Team Yamaha China Tianjian,,Yamaha TZ 250,prototype,Dunlop,Shi Zhao Huang ,"3","250cc",2005
770,75,Team Yamaha China Tianjian,,Yamaha TZ 250,prototype,Dunlop,Zi Xian He,"3","250cc",2005
771,75,Team Yamaha Kurz,,Yamaha TZ 250,prototype,Dunlop,Erwan Nigon,"13–17","250cc",2005
772,75,Team Yamaha Kurz,,Yamaha TZ 250,prototype,Dunlop,Franz Aschenbrenner,"1–2","250cc",2005
773,75,Team Yamaha Kurz,,Yamaha TZ 250,prototype,Dunlop,Gábor Rizmayer,"1–7","250cc",2005
774,75,Team Yamaha Kurz,,Yamaha TZ 250,prototype,Dunlop,Frederik Watz,"3–6","250cc",2005
775,75,Team Yamaha Kurz,,Yamaha TZ 250,prototype,Dunlop,Alexander Todorov,"7, 11–12","250cc",2005
776,75,Team Yamaha Kurz,,Yamaha TZ 250,prototype,Dunlop,Andreas Mårtensson,"9–10","250cc",2005
777,75,Team Yamaha Kurz,,Yamaha TZ 250,prototype,Dunlop,Nicklas Cajback,"9–17","250cc",2005
778,64,Teams RMS Bigstore,,Honda RS125R,prototype,Dunlop,Jules Cluzel,"4","125cc",2005
779,64,Teams RMS Bigstore,,Honda RS125R,prototype,Dunlop,Michel Alexis,"4","125cc",2005
780,64,Tecmas Balladins Racing,,Honda RS125R,prototype,Dunlop,Mathieu Gines,"4","125cc",2005
781,65,Telefónica Movistar Honda 250cc,,Honda RS250RW,prototype,Dunlop,Daniel Pedrosa,"1–7, 9–17","250cc",2005
782,65,Telefónica Movistar Honda 250cc,,Honda RS250RW,prototype,Dunlop,Hiroshi Aoyama,"1–7, 9–17","250cc",2005
783,57,Totti Top Sport - NGS,,Aprilia RS125R,prototype,Dunlop,Daniel Sáez,"1","125cc",2005
784,57,Totti Top Sport - NGS,,Aprilia RS125R,prototype,Dunlop,Daniel Sáez,"16–17","125cc",2005
785,57,Totti Top Sport - NGS,,Aprilia RS125R,prototype,Dunlop,Manuel Hernández,"1–7, 9–15","125cc",2005
786,57,Totti Top Sport - NGS,,Aprilia RS125R,prototype,Dunlop,Mattia Pasini,"1–7, 9–17","125cc",2005
787,75,Turramurra Cyclery Racing,,Yamaha TZ 250,prototype,Dunlop,Mark Rowling,"15","250cc",2005
788,64,TVX Racing,,Honda RS125R,prototype,Dunlop,Yannick Deschamps,"4","125cc",2005
789,64,UK1 Racing,,Honda RS125R,prototype,Dunlop,Kev Coghlan,"9","125cc",2005
790,57,Varenhof Racing Team,,Aprilia RS125R,prototype,Dunlop,Hugo van den Berg,"6–7, 10","125cc",2005
791,64,www.spi2racing.com,,Honda RS125R,prototype,Dunlop,Rob Guiver,"9","125cc",2005
792,64,Würth Honda BQR,,Honda RS125R,prototype,Dunlop,Esteve Rabat,"17","125cc",2005
793,65,Würth Honda BQR,,Honda RS250R,prototype,Dunlop,Arturo Tizón,"15–17","250cc",2005
794,65,Würth Honda BQR,,Honda RS250R,prototype,Dunlop,Radomil Rous,"1–6, 9–14","250cc",2005
795,65,Würth Honda BQR,,Honda RS250R,prototype,Dunlop,Alex Debón,"1–7, 9–17","250cc",2005
796,65,Würth Honda BQR,,Honda RS250R,prototype,Dunlop,Anthony West,"7","250cc",2005
797,74,Yamaha Indonesia,,Yamaha TZ125,prototype,Dunlop,Doni Tata Pradita,"13","125cc",2005
798,64,Zongshen Racing Team,,Honda RS125R,prototype,Dunlop,Chow Ho-Wan,"3","125cc",2005
799,58,Zongshen Team of China,,Aprilia RSV 250,prototype,Dunlop,Wang Zhu,"3, 13, 16–17","250cc",2005
800,58,Zongshen Team of China,,Aprilia RSV 250,prototype,Dunlop,Li Zheng Peng,"3–4, 13, 16–17","250cc",2005
801,58,Zongshen Team of China,,Aprilia RSV 250,prototype,Dunlop,Erwan Nigon,"4","250cc",2005
802,77,"3C Racing",,Aprilia RS 125 R,prototype,Dunlop,Roberto Lacalendola,"13–17","125cc",2006
803,77,"3C Racing",,Aprilia RS 125 R,prototype,Dunlop,Ángel Rodríguez,"1–10, 12","125cc",2006
804,77,"3C Racing",,Aprilia RS 125 R,prototype,Dunlop,Dino Lombardi,"3–10, 12–17","125cc",2006
805,83,Abbink Bos Racing,,Honda RS125R,prototype,Dunlop,Georg Fröhlich,"8, 10, 16","125cc",2006
806,78,Agesta Racing,,Aprilia RSV 250,prototype,Dunlop,Nicklas Cajback,"6, 9–10","250cc",2006
807,84,Amici Racing,,Honda RS250R,prototype,Dunlop,Raymond Schouten,"8","250cc",2006
808,78,"Andalucia Team Mas
Andalucia-GFC-Mas",,Aprilia RSV 250,prototype,Dunlop,Álvaro Molina,"1, 5, 17","250cc",2006
809,83,Angelo's Aluminium Racing,,Honda RS125R,prototype,Dunlop,Brent Rigoli,"14","125cc",2006
810,78,Aprilia Racing,,Aprilia RSW 250,prototype,Dunlop,Alex Debón,"1, 6, 12, 17","250cc",2006
811,83,Arie Molenaar Racing,,Honda RS125R,prototype,Dunlop,Joey Litjens,"1–10, 12–17","125cc",2006
812,84,Arie Molenaar Racing,,Honda RS250R,prototype,Dunlop,Alessandro Brannetti,"16–17","250cc",2006
813,84,Arie Molenaar Racing,,Honda RS250R,prototype,Dunlop,Arnaud Vincent,"1–8, 10, 12–15","250cc",2006
814,84,Arie Molenaar Racing,,Honda RS250R,prototype,Dunlop,Chaz Davies,"9","250cc",2006
815,78,Asmv Scaccia,,Aprilia RSV 250,prototype,Dunlop,Marc-Antoine Scaccia,"5","250cc",2006
816,78,Benelli QJ Team of China,,Aprilia RSV 250,prototype,Dunlop,Wang Zhu,"4","250cc",2006
817,78,Benelli QJ Team of China,,Aprilia RSV 250,prototype,Dunlop,Li Zheng Peng,"4","250cc",2006
818,94,BM Groundworks,,Yamaha TZ 250,prototype,Dunlop,Luke Lawrence,"9, 12, 16","250cc",2006
819,84,Burning Blood,,Honda RS250R,prototype,Dunlop,Takumi Takahashi,"15","250cc",2006
820,95,Camel Yamaha Team,,YZR-M1,prototype,Michelin,Colin Edwards,All,motogp,2006
821,95,Camel Yamaha Team,,YZR-M1,prototype,Michelin,Valentino Rossi,All,motogp,2006
822,77,Campetella Racing Junior,,Aprilia RS 125 R,prototype,Dunlop,Andrea Iannone,"1–10","125cc",2006
823,77,Campetella Racing Junior,,Aprilia RS 125 R,prototype,Dunlop,Simone Grotzkyj,"1–10, 12–17","125cc",2006
824,79,Campetella Racing Junior,,Derbi RS 125 R,prototype,Dunlop,Pol Espargaró,"12–17","125cc",2006
825,77,Cardion AB Motoracing,,Aprilia RS 125 R,prototype,Dunlop,Karel Abraham,"1–10, 12–17","125cc",2006
826,78,Cardion AB Motoracing,,Aprilia RSW 250 LE,prototype,Dunlop,Jakub Smrž,"1–10, 12–17","250cc",2006
827,84,Castrol GP 250 Racing,,Honda RS250R,prototype,Dunlop,Franz Aschenbrenner,"10","250cc",2006
828,83,China Zongshein Team,,Honda RS125R,prototype,Dunlop,Ho Wan Chow,"4","125cc",2006
829,78,China Zongshen Team,,Aprilia RSV 250,prototype,Dunlop,Su Rong Zai,"13, 16","250cc",2006
830,78,China Zongshen Team,,Aprilia RSV 250,prototype,Dunlop,João Fernandes,"16","250cc",2006
831,78,China Zongshen Team,,Aprilia RSV 250,prototype,Dunlop,Ho Chi Fung,"4, 13, 16","250cc",2006
832,94,Danish Road Racing Team,,Yamaha TZ 250,prototype,Dunlop,Kenni Aggerholm,"12","250cc",2006
833,94,Danx MotorSport,,Yamaha TZ 250,prototype,Dunlop,Ian Gardner,"9","250cc",2006
834,78,DE Arend - Filart Racing,,Aprilia RSV 250,prototype,Dunlop,Randy Gevers,"8","250cc",2006
835,94,Dennis Trollope Racing,,Yamaha TZ 250,prototype,Dunlop,Alex Kenchington,"9","250cc",2006
836,79,Derbi Racing,,Derbi RS 125 R,prototype,Dunlop,Nicolás Terol,"1–10, 12–17","125cc",2006
837,79,Derbi Racing,,Derbi RS 125 R,prototype,Dunlop,Lukáš Pešek,"1–10, 12–17","125cc",2006
838,83,Double Vision Racing,,Honda RS125R,prototype,Dunlop,Alex Lowes,"9","125cc",2006
839,84,DRT Mototech Road Racing,,Honda RS250R,prototype,Dunlop,David Drieghe,"8","250cc",2006
840,80,Ducati Marlboro Team,,Desmosedici GP6,prototype,Bridgestone,Troy Bayliss,"17",motogp,2006
841,80,Ducati Marlboro Team,,Desmosedici GP6,prototype,Bridgestone,Sete Gibernau,"1–7, 10–11, 13–16",motogp,2006
842,80,Ducati Marlboro Team,,Desmosedici GP6,prototype,Bridgestone,Alex Hofmann,"8–9, 12",motogp,2006
843,80,Ducati Marlboro Team,,Desmosedici GP6,prototype,Bridgestone,Loris Capirossi,All,motogp,2006
844,84,Dydo Miu Racing,,Honda RS250R,prototype,Dunlop,Kouki Takahashi,"15","250cc",2006
845,83,Elit - Caffé Latte,,Honda RS125R,prototype,Dunlop,Thomas Lüthi,"1–10, 12–17","125cc",2006
846,83,Elit - Caffé Latte,,Honda RS125R,prototype,Dunlop,Sandro Cortese,"1–10, 12–17","125cc",2006
847,78,Equipe GP De France-Scrab,,Aprilia RSW 250 LE,prototype,Dunlop,Jules Cluzel,"1–10, 12–17","250cc",2006
848,78,Equipe GP De France-Scrab,,Aprilia RSW 250 LE,prototype,Dunlop,Sylvain Guintoli,"1–10, 12–17","250cc",2006
849,78,Ewes Racing Team,,Aprilia RSV 250,prototype,Dunlop,Andreas Mårtensson,"10","250cc",2006
850,84,Extremadura Junior,,Honda RS250R,prototype,Dunlop,Santiago Barragán,"17","250cc",2006
851,83,FFM Honda Grand Prix 125,,Honda RS125R,prototype,Dunlop,Clément Dunikowski,"10, 17","125cc",2006
852,83,FFM Honda Grand Prix 125,,Honda RS125R,prototype,Dunlop,Mike Di Meglio,"1–9, 12–16","125cc",2006
853,78,Fortuna Aprilia,,Aprilia RSW 250,prototype,Dunlop,Jorge Lorenzo,"1–10, 12–17","250cc",2006
854,78,Fortuna Aprilia,,Aprilia RSW 250,prototype,Dunlop,Héctor Barberá,"1–6, 9–10, 12–17","250cc",2006
855,78,Fortuna Aprilia,,Aprilia RSW 250,prototype,Dunlop,Alex Debón,"7–8","250cc",2006
856,85,Fortuna Honda,,RC211V,prototype,Michelin,Toni Elías,"1–8, 10–17",motogp,2006
857,85,Fortuna Honda,,RC211V,prototype,Michelin,Michel Fabrizio,"9",motogp,2006
858,85,Fortuna Honda,,RC211V,prototype,Michelin,Marco Melandri,All,motogp,2006
859,83,FP Motorsport,,Honda RS125R,prototype,Dunlop,Mathieu Olagnon,"5","125cc",2006
860,83,FRS,,Honda RS125R,prototype,Dunlop,Shoya Tomizawa,"15","125cc",2006
861,83,Grillini Racing,,Honda RS125R,prototype,Dunlop,Hiroaki Kuzuhara,"6","125cc",2006
862,84,Grillini Racing,,Honda RS250R,prototype,Dunlop,Chaz Davies,"17","250cc",2006
863,84,Grillini Racing,,Honda RS250R,prototype,Dunlop,Alessandro Brannetti,"6","250cc",2006
864,83,Honda BQR,,Honda RS125R,prototype,Dunlop,Esteve Rabat,"1, 7","125cc",2006
865,83,Honda BQR,,Honda RS125R,prototype,Dunlop,Aleix Espargaró,"1–7","125cc",2006
866,83,Honda BQR,,Honda RS125R,prototype,Dunlop,Esteve Rabat,"8–10, 12–17","125cc",2006
867,85,Honda LCR,,RC211V,prototype,Michelin,Casey Stoner,All,motogp,2006
868,83,Honda Schumann Reisen,,Honda RS125R,prototype,Dunlop,Toni Wirsing,"10","125cc",2006
869,83,Honda Suzuka Racing,,Honda RS125R,prototype,Dunlop,Iori Namihira,"15","125cc",2006
870,83,Humangest Racing Team,,Honda RS125R,prototype,Dunlop,Stefano Musco,"12","125cc",2006
871,83,Humangest Racing Team,,Honda RS125R,prototype,Dunlop,Michele Pirro,"13–14","125cc",2006
872,83,Humangest Racing Team,,Honda RS125R,prototype,Dunlop,Kazuma Watanabe,"15–17","125cc",2006
873,83,Humangest Racing Team,,Honda RS125R,prototype,Dunlop,Lorenzo Baroni,"1–10","125cc",2006
874,83,Humangest Racing Team,,Honda RS125R,prototype,Dunlop,Gábor Talmácsi,"1–10, 12–17","125cc",2006
875,84,Humangest Racing Team,,Honda RS250RW,prototype,Dunlop,Andrea Dovizioso,"1–10, 12–17","250cc",2006
876,84,Humangest Racing Team,,Honda RS250RW,prototype,Dunlop,Yuki Takahashi,"1–10, 13–17","250cc",2006
877,86,Ilmor SRT,,X3,prototype,Michelin,Garry McCoy,"16–17",motogp,2006
878,84,IMT Racing,,Honda RS250R,prototype,Dunlop,Meik Kevin Minnerop,"10","250cc",2006
879,78,Jaap Kingma Racing,,Aprilia RSV 250,prototype,Dunlop,Hans Smees,"1","250cc",2006
880,83,Jan Bakker Auto's Racing,,Honda RS125R,prototype,Dunlop,Gert-Jan Kok,"8","125cc",2006
881,87,Kawasaki,,Ninja ZX-RR,prototype,Bridgestone,Naoki Matsudo,"15",motogp,2006
882,87,Kawasaki Racing Team,,Ninja ZX-RR,prototype,Bridgestone,Randy de Puniet,All,motogp,2006
883,87,Kawasaki Racing Team,,Ninja ZX-RR,prototype,Bridgestone,Shinya Nakano,All,motogp,2006
884,78,Kiefer-Bos-Racing,,Aprilia RSV 250,prototype,Dunlop,Anthony West,"1–10, 12–17","250cc",2006
885,78,Kiefer-Bos-Racing,,Aprilia RSV 250,prototype,Dunlop,Dirk Heidolf,"1–5, 10, 12–17","250cc",2006
886,78,Kiefer-Bos-Racing,,Aprilia RSV 250,prototype,Dunlop,Franz Aschenbrenner,"6–9","250cc",2006
887,84,Klub Racing Team Mayer,,Honda RS250R,prototype,Dunlop,Jiří Mayer,"12","250cc",2006
888,85,Konica Minolta Honda,,RC211V,prototype,Michelin,Makoto Tamada,All,motogp,2006
889,83,KRP,,Honda RS125R,prototype,Dunlop,Anthony Rogers,"9","125cc",2006
890,83,KRP,,Honda RS125R,prototype,Dunlop,Blake Leigh-Smith,"9","125cc",2006
891,83,KRP,,Honda RS125R,prototype,Dunlop,Daniel Cooper,"9","125cc",2006
892,83,Kuja Racing,,Honda RS125R,prototype,Dunlop,Michal Šembera,"12, 16","125cc",2006
893,83,Lambea TMM Racing,,Honda RS125R,prototype,Dunlop,Iván Maestro,"1, 7","125cc",2006
894,77,Las Vegas Team Romania,,Aprilia RS 125 R,prototype,Dunlop,Robert Mureșan,"3, 8","125cc",2006
895,83,Lemstra Racing,,Honda RS125R,prototype,Dunlop,Patrick van de Waarsenburg,"8","125cc",2006
896,91,Malaguti Ajo Corse,,Malaguti 125,prototype,Dunlop,Kazuya Otani,"15–16","125cc",2006
897,91,Malaguti Ajo Corse,,Malaguti 125,prototype,Dunlop,Nico Vivarelli,"17","125cc",2006
898,91,Malaguti Ajo Corse,,Malaguti 125,prototype,Dunlop,Tomoyoshi Koyama,"1–7, 10, 12–17","125cc",2006
899,91,Malaguti Ajo Corse,,Malaguti 125,prototype,Dunlop,Alexis Masbou,"1–8, 10, 12–13","125cc",2006
900,91,Malaguti Ajo Corse,,Malaguti 125,prototype,Dunlop,Hiroaki Kuzuhara,"8–9","125cc",2006
901,91,Malaguti Ajo Corse,,Malaguti 125,prototype,Dunlop,Georg Fröhlich,"9","125cc",2006
902,77,Master - MVA Aspar,,Aprilia RS 125 R,prototype,Dunlop,Álvaro Bautista,"1–10, 12–15","125cc",2006
903,77,Master - MVA Aspar,,Aprilia RS 125 R,prototype,Dunlop,Sergio Gadea,"1–10, 12–17","125cc",2006
904,77,Master - MVA Aspar,,Aprilia RS 125 R,prototype,Dunlop,Héctor Faubel,"1–10, 12–17","125cc",2006
905,77,Master - MVA Aspar,,Aprilia RS 125 R,prototype,Dunlop,Mattia Pasini,"1–10, 12–17","125cc",2006
906,77,Master - MVA Aspar,,Aprilia RS 125 R,prototype,Dunlop,Mateo Túnez,"1–5, 7–10, 12, 16–17","125cc",2006
907,77,Master - MVA Aspar,,Aprilia RSA 125,prototype,Dunlop,Álvaro Bautista,"16–17","125cc",2006
908,78,Master - MVA Aspar Team,,Aprilia RSW 250,prototype,Dunlop,Alex de Angelis,"1–10, 12–17","250cc",2006
909,77,Matteoni Racing,,Aprilia RS 125 R,prototype,Dunlop,Roberto Tamburini,"1–10, 12–17","125cc",2006
910,78,Matteoni Racing,,Aprilia RSV 250,prototype,Dunlop,Alex Baldolini,"1–10, 12–17","250cc",2006
911,78,Matteoni Racing,,Aprilia RSV 250,prototype,Dunlop,Alessio Palumbo,"1–8, 10, 12–17","250cc",2006
912,77,Mayer-Racing Passau,,Aprilia RS 125 R,prototype,Dunlop,Thomas Mayer,"12","125cc",2006
913,77,Multimedia Racing,,Aprilia RS 125 R,prototype,Dunlop,Dominique Aegerter,"16–17","125cc",2006
914,77,Multimedia Racing,,Aprilia RS 125 R,prototype,Dunlop,Pablo Nieto,"1–10, 12–14, 16–17","125cc",2006
915,77,Multimedia Racing,,Aprilia RS 125 R,prototype,Dunlop,Vincent Braillard,"1–10, 12–15","125cc",2006
916,77,Multimedia Racing,,Aprilia RS 125 R,prototype,Dunlop,Raffaele de Rosa,"1–10, 12–17","125cc",2006
917,77,Nocable Angaia Racing,,Aprilia RS 125 R,prototype,Dunlop,Manuel Hernández,"2–10, 12–17","125cc",2006
918,78,Nocable Angaia Racing,,Aprilia RSV 250,prototype,Dunlop,Luca Morelli,"1–10, 12–17","250cc",2006
919,83,Nocable Angaia Racing,,Honda RS125R,prototype,Dunlop,Manuel Hernández,"1","125cc",2006
920,83,Plus One,,Honda RS125R,prototype,Dunlop,Hiroomi Iwata,"15","125cc",2006
921,80,Pramac d'Antin MotoGP,,Desmosedici GP5,prototype,Dunlop,Alex Hofmann,"1–7, 10–11, 13–17",motogp,2006
922,80,Pramac d'Antin MotoGP,,Desmosedici GP5,prototype,Dunlop,Iván Silva,"8–9, 12",motogp,2006
923,80,Pramac d'Antin MotoGP,,Desmosedici GP5,prototype,Dunlop,José Luis Cardoso,All,motogp,2006
924,94,Pro-Tec & Weave,,Yamaha TZ 250,prototype,Dunlop,Youichi Ui,"15","250cc",2006
925,77,Quinto Almoradi,,Aprilia RS 125 R,prototype,Dunlop,Daniel Sáez,"1, 17","125cc",2006
926,79,RACC Derbi,,Derbi RS 125 R,prototype,Dunlop,Pere Tutusaus,"17","125cc",2006
927,79,RACC Derbi,,Derbi RS 125 R,prototype,Dunlop,Pol Espargaró,"7","125cc",2006
928,83,Racing Service,,Honda RS125R,prototype,Dunlop,Nico Vivarelli,"6","125cc",2006
929,84,Racing Team Twello Jaap Kingma,,Honda RS250R,prototype,Dunlop,Bram Appelo,"8","250cc",2006
930,77,RCGM Team,,Aprilia RS 125 R,prototype,Dunlop,Luca Verdini,"6","125cc",2006
931,89,Red Bull ADAC TM Junior,,KTM 125 FRR,prototype,Dunlop,Robin Lässer,"10","125cc",2006
932,89,Red Bull ADAC TM Junior,,KTM 125 FRR,prototype,Dunlop,Randy Krummenacher,"16–17","125cc",2006
933,89,Red Bull KTM GP 125,,KTM 125 FRR,prototype,Dunlop,Mika Kallio,"1–10, 12–17","125cc",2006
934,89,Red Bull KTM GP 125,,KTM 125 FRR,prototype,Dunlop,Julián Simón,"1–7, 12–17","125cc",2006
935,89,Red Bull KTM GP 125,,KTM 125 FRR,prototype,Dunlop,Randy Krummenacher,"9–10","125cc",2006
936,90,Red Bull KTM GP 250,,KTM 250 FRR,prototype,Dunlop,Hiroshi Aoyama,"1–10, 12–17","250cc",2006
937,90,Red Bull KTM GP 250,,KTM 250 FRR,prototype,Dunlop,Manuel Poggiali,"1–10, 12–17","250cc",2006
938,89,Red Bull KTM Junior Team,,KTM 125 FRR,prototype,Dunlop,Blake Leigh-Smith,"14–17","125cc",2006
939,89,Red Bull KTM Junior Team,,KTM 125 FRR,prototype,Dunlop,Stefan Bradl,"1–10, 12–13","125cc",2006
940,89,Red Bull KTM Junior Team,,KTM 125 FRR,prototype,Dunlop,Michael Ranseder,"1–9, 12–17","125cc",2006
941,83,Repsol Honda,,Honda RS125R,prototype,Dunlop,Bradley Smith,"1–10, 12, 14–17","125cc",2006
942,83,Repsol Honda,,Honda RS125R,prototype,Dunlop,Danny Webb,"7","125cc",2006
943,84,Repsol Honda,,Honda RS250RW,prototype,Dunlop,José David de Gea,"15–17","250cc",2006
944,84,Repsol Honda,,Honda RS250RW,prototype,Dunlop,Shuhei Aoyama,"1–10, 12–17","250cc",2006
945,84,Repsol Honda,,Honda RS250RW,prototype,Dunlop,Sebastián Porto,"1–6","250cc",2006
946,84,Repsol Honda,,Honda RS250RW,prototype,Dunlop,Martín Cárdenas,"8, 10, 12–14","250cc",2006
947,85,Repsol Honda Team,,RC211V,prototype,Michelin,Dani Pedrosa,All,motogp,2006
948,85,Repsol Honda Team,,RC211V,prototype,Michelin,Nicky Hayden,All,motogp,2006
949,83,Rhys Moller Racing,,Honda RS125R,prototype,Dunlop,Rhys Moller,"14","125cc",2006
950,92,Rizla Suzuki MotoGP,,GSV-R,prototype,Bridgestone,John Hopkins,All,motogp,2006
951,92,Rizla Suzuki MotoGP,,GSV-R,prototype,Bridgestone,Chris Vermeulen,All,motogp,2006
952,94,Roelofs Racing Team,,Yamaha TZ 250,prototype,Dunlop,Jan Roelofs,"8","250cc",2006
953,83,Roha'c & Fejta,,Honda RS125R,prototype,Dunlop,Michal Prášek,"12","125cc",2006
954,94,RT Morinokumasan Sendai,,Yamaha TZ 250,prototype,Dunlop,Ryuji Yokoe,"15","250cc",2006
955,77,RZT Racing,,Aprilia RS 125 R,prototype,Dunlop,Joshua Sommer,"10","125cc",2006
956,83,S-way,,Honda RS125R,prototype,Dunlop,Toshihisa Kuzuhara,"15","125cc",2006
957,77,Sachsenring-Motorrad Unger,,Aprilia RS 125 R,prototype,Dunlop,Eric Hübsch,"10","125cc",2006
958,77,Skilled I.S.P.A. Racing Team,,Aprilia RS 125 R,prototype,Dunlop,Lorenzo Zanetti,"1–10, 12–17","125cc",2006
959,81,Squadra Corse Metis Gilera,,Gilera RS 125 R,prototype,Dunlop,Simone Corsi,"1–10, 12–17","125cc",2006
960,82,Squadra Corse Metis Gilera,,Gilera RSW 250 LE,prototype,Dunlop,Marco Simoncelli,"1–10, 12–17","250cc",2006
961,94,Sramek Racing Promotion,,Yamaha TZ 250,prototype,Dunlop,Michal Filla,"12","250cc",2006
962,77,SSM Racing,,Aprilia RS 125 R,prototype,Dunlop,Joan Olivé,"1–10, 12–17","125cc",2006
963,77,SSM Racing,,Aprilia RS 125 R,prototype,Dunlop,Federico Sandi,"1–10, 12–17","125cc",2006
964,84,Stop and Go Racing Team,,Honda RS250R,prototype,Dunlop,Jordi Carchano,"1–3","250cc",2006
965,84,Stop and Go Racing Team,,Honda RS250R,prototype,Dunlop,Fabricio Perrén,"6–10, 12–17","250cc",2006
966,83,Tassie WindsScreens,,Honda RS125R,prototype,Dunlop,Brett Symonds,"14","125cc",2006
967,88,Team Roberts,,KR211V,prototype,Michelin,Kenny Roberts Jr.,All,motogp,2006
968,92,Team Suzuki MotoGP,,GSV-R,prototype,Bridgestone,Kousuke Akiyoshi,"15",motogp,2006
969,78,Team Toth,,Aprilia RSW 250 LE,prototype,Dunlop,Roberto Locatelli,"1–10, 12–17","250cc",2006
970,77,Team Tóth,,Aprilia RS 125 R,prototype,Dunlop,Robert Mureșan,"12","125cc",2006
